value,word
POS,싸/VA;고/EC
POS,싸/VA;고/EC;좋/VA
POS,싸/VA;ㄴ/ETM
POS,싸/VA;ㄴ/ETM;값/NNG
NEG,싸구려/NNG
NEG,싸구려/NNG;로/JKB
NEG,싸구려/NNG;로/JKB;둔갑/NNG
NEG,싸늘/XR
NEG,싸늘/XR;하/XSA
NEG,싸우/VV
NEG,싸움/NNG
NEG,싸움/NNG;을/JKO
NEG,싸움/NNG;을/JKO;일으키/VV
POS,쌓/VV
NEG,써먹/VV
NEG,써먹/VV;지/EC
NEG,써먹/VV;지/EC;못하/VX
NEG,썩이/VV
POS,쏟/VV
NEUT,쏟/VV;아/EC
NEUT,쏟/VV;아/EC;지/VX
POS,쏟아지/VV
POS,쏠리/VV
POS,쏠쏠/XR
POS,쏠쏠/XR;하/XSA
POS,쏴아아/MAG
POS,쏴아아/MAG;열리/VV
COMP,쑥스럽/VA
NEG,쓰/VA
NEG,쓰/VA;군/EF
NEG,쓰/VA;ㄴ/ETM
NEG,쓰/VA;ㄴ/ETM;소리/NNG
POS,쓰/VV
NEG,쓰/VV;거나/EC
NEG,쓰/VV;거나/EC;인터뷰/NNG
NEG,쓰/VV;는/ETM
POS,쓰/VV;는/ETM;물건/NNG
NEG,쓰/VV;는/ETM;사람/NNG
POS,쓰/VV;ㄹ/ETM
NEUT,쓰/VV;ㄹ/ETM;때/NNG
NEG,쓰/VV;ㄹ/ETM;수/NNB
POS,쓰/VV;어/EC
POS,쓰/VV;어/EC;보/VX
NEG,쓰러지/VV
POS,쓰러지/VV;지/EC
POS,쓰러지/VV;지/EC;않/VX
NEG,쓰레기/NNG
NEG,쓰레기/NNG;봉투/NNG
NEG,쓰레기/NNG;봉투/NNG;로/JKB
COMP,쓸쓸/XR
COMP,쓸쓸/XR;하/XSA
POS,쓸쓸/XR;하/XSA;ㄴ/ETM
COMP,쓸쓸/XR;하/XSA;ㅁ/ETN
NEG,씁쓸/XR
NEG,씁쓸/XR;하/XSA
NEG,씁쓸/XR;하/XSA;ㅁ/ETN
NEG,씌우/VV
NEG,씌우/VV;었/EP
NEG,씌우/VV;었/EP;다/EF
POS,씨/NNB
NEG,씨발/IC
POS,아/EC
POS,아/EC;가*/VV
NEG,아/EC;가/VX
NEUT,아/EC;가지/VV
NEUT,아/EC;가지/VV;고/EC
NEG,아/EC;걸/VV
NEG,아/EC;결국/NNG
NEG,아/EC;결국/NNG;죽/VV
NEG,아/EC;고통/NNG
NEG,아/EC;고통/NNG;을/JKO
POS,아/EC;관심/NNG
POS,아/EC;관심/NNG;이/JKS
NEG,아/EC;교육/NNG
NEG,아/EC;교육/NNG;을/JKO
POS,아/EC;그래/IC
POS,아/EC;그래/IC;나/NP
POS,아/EC;나서/VV
POS,아/EC;나약/XR
POS,아/EC;나약/XR;하/XSA
NEUT,아/EC;내/VX
POS,아/EC;넘치/VV
POS,아/EC;다시/MAG
POS,아/EC;다시/MAG;시작/NNG
POS,아/EC;떨어지/VV
NEG,아/EC;머리/NNG
NEG,아/EC;머리/NNG;도/JX
NEG,아/EC;머리/NNG;를/JKO
NEG,아/EC;먹/VV
NEG,아/EC;먹/VV;을/ETM
NEG,아/EC;버리/VX
NEG,아/EC;버리/VX;고/EC
POS,아/EC;보/VX
POS,아/EC;보/VX;아라/EC
POS,아/EC;보/VX;아야/EC
NEG,아/EC;보이/VV
NEG,아/EC;보이/VV;지/EC
NEG,아/EC;산/NNG
NEG,아/EC;산/NNG;에/JKB
POS,아/EC;살길/NNG
POS,아/EC;살길/NNG;을/JKO
POS,아/EC;상의/NNG
POS,아/EC;상의/NNG;도/JX
POS,아/EC;스스로/MAG
POS,아/EC;스스로/MAG;하/VV
POS,아/EC;쓰/VV
NEG,아/EC;약/NNG
NEG,아/EC;약/NNG;을/JKO
NEG,아/EC;언로/NNG
NEG,아/EC;언로/NNG;가/JKS
POS,아/EC;역시/MAG
POS,아/EC;역시/MAG;이색/NNG
POS,아/EC;오/VX
POS,아/EC;오/VX;던/ETM
POS,아/EC;우리말/NNG
POS,아/EC;우리말/NNG;로/JKB
POS,아/EC;이런저런/MM
POS,아/EC;이런저런/MM;얘기/NNG
POS,아/EC;있/VX
NEG,아/EC;있/VX;는/ETM
POS,아/EC;있/VX;다/EC
NEG,아/EC;있/VX;다/EF
NEG,아/EC;주/VX
NEG,아/EC;주/VX;고/EC
NEG,아/EC;주/VX;ㄴ/ETM
POS,아/EC;주/VX;는/ETM
POS,아/EC;주/VX;니/EC
NEG,아/EC;주/VX;ㄹ/ETM
NEG,아/EC;주/VX;어서/EC
POS,아/EC;중국/NNP
POS,아/EC;중국/NNP;과/JKB
POS,아/EC;지/VX
POS,아/EC;지/VX;고/EC
POS,아/EC;지/VX;면/EC
POS,아/EC;지/VX;었/EP
POS,아/EC;지/VX;지/EC
NEG,아/EC;지속/NNG
NEG,아/EC;지속/NNG;되/XSV
POS,아/EC;하/VV
POS,아/EC;하/VV;는/ETM
NEG,아/EC;하/VX
NEG,아/EC;하/VX;는/ETM
NEG,아/EC;한/MM
NEG,아/EC;한/MM;숟가락/NNG
NEG,아/EC;훨씬/MAG
NEG,아/EC;훨씬/MAG;떨어지/VV
NEG,아/IC
POS,아끼/VV
POS,아끼/VV;어/EC
POS,아끼/VV;어/EC;모으/VV
NEG,아내/NNG
NEG,아니/IC
None,아니/VCN
NEG,아니/VCN;ㄴ가/EC
NEG,아니/VCN;ㄴ가/EC;거리/NNG
NEG,아니/VCN;ㄴ가/EC;하/VV
NEG,아니/VCN;다/EF
NEG,아니/VCN;ㄹ/ETM
NEG,아니/VCN;ㄹ/ETM;수/NNB
None,아니/VCN;라/EC
NEG,아니/VCN;라니까/EF
POS,아니/VCN;면/EC
POS,아니/VCN;면/EC;절대/MAG
None,아니/VCN;ㅂ니까/EF
NEG,아니/VCN;ㅂ니다/EF
POS,아니/VCN;지만/EC
POS,아니/VCN;지만/EC;연극/NNG
None,아도/EC
NEG,아도/EC;예술품/NNG
NEG,아도/EC;예술품/NNG;을/JKO
NEG,아들/NNG
NEG,아들/NNG;도/JX
NEG,아들/NNG;도/JX;낳/VV
POS,아라/EC
POS,아랑곳/NNG
POS,아랑곳/NNG;하/XSV
POS,아랑곳/NNG;하/XSV;지/EC
POS,아름답/VA
POS,아름답/VA;게/EC
POS,아름답/VA;게/EC;성취/NNG
NEG,아름답/VA;다는/ETM
NEG,아름답/VA;다는/ETM;칭찬/NNG
NEG,아름답/VA;ㅁ/ETN
POS,아름답/VA;ㅁ/ETN;이/VCP
POS,아름답/VA;은/ETM
NEG,아름답/VA;지/EC
NEG,아름답/VA;지/EC;못하/VX
POS,아마/MAG
POS,아마/MAG;그때/NNG
POS,아마/MAG;그때/NNG;이/VCP
NEG,아무/MM
NEG,아무/MM;것/NNB
NEG,아무/MM;것/NNB;도/JX
NEG,아무/NP
POS,아무/NP;나/JX
POS,아무/NP;나/JX;하/VV
NEG,아무/NP;도/JX
NEG,아무/NP;도/JX;저/NP
None,아무래도/MAG
NEG,아무런/MM
NEG,아무런/MM;보탬/NNG
NEG,아무런/MM;보탬/NNG;이/JKC
NEUT,아무런/MM;응답/NNG
NEUT,아무런/MM;응답/NNG;이/JKS
NEG,아무런/MM;제한/NNG
NEG,아무런/MM;제한/NNG;이/JKS
POS,아무렇/VA
POS,아무렇/VA;ㄴ/ETM
POS,아무렇/VA;ㄴ/ETM;문제/NNG
NEG,아버지/NNG
NEG,아버지/NNG;공장장/NNG
NEG,아버지/NNG;공장장/NNG;님/XSN
POS,아빠/NNG
NEG,아사/NNG
NEG,아서/EC
NEG,아서/EC;ㄴ/JX
NEG,아서/EC;ㄴ/JX;관심/NNG
NEG,아서/EC;는/JX
NEG,아서/EC;는/JX;안/MAG
POS,아서/EC;하/VX
POS,아서/EC;하/VX;는/ETM
POS,아성/NNG
NEG,아쉬움/NNG
NEG,아쉬움/NNG;으로/JKB
NEG,아쉬움/NNG;으로/JKB;남/VV
NEG,아쉽/VA
NEG,아쉽/VA;ㄴ/ETM
NEG,아쉽/VA;ㄴ/ETM;것/NNB
POS,아스팔트/NNG
POS,아스팔트/NNG;포장/NNG
NEUT,아시아/NNP
POS,아시아/NNP;작가/NNG
POS,아시아/NNP;작가/NNG;상/XSN
NEUT,아시아/NNP;지역/NNG
NEUT,아시아/NNP;지역/NNG;으로/JKB
None,아야/EC
NEUT,아야/EC;겠/EP
NEUT,아야/EC;겠/EP;어/EF
NEG,아야/EC;되/VV
NEG,아야/EC;되/VV;니까/EF
None,아야/EC;하/VV
None,아야/EC;하/VX
None,아야/EC;하/VX;겠/EP
POS,아야/EC;하/VX;ㄴ다/EF
NEG,아야/EC;하/VX;ㄴ다고/EC
POS,아야/EC;하/VX;ㄹ/ETM
None,아야지/EF
NEG,아연/MAG
NEG,아연/MAG;하/XSA
NEG,아연/MAG;하/XSA;게/EC
None,아예/MAG
NEG,아예/MAG;거부/NNG
NEG,아예/MAG;거부/NNG;하/XSV
NEG,아요/EF
None,아울러/MAG
POS,아이/NNG
POS,아이/NNG;들/XSN
POS,아이/NNG;들/XSN;에/JKB
POS,아이/NNG;들/XSN;에게/JKB
NEG,아이/NNG;들/XSN;을/JKO
POS,아이/NNG;들/XSN;의/JKG
POS,아이/NNG;들/XSN;이/JKS
NEG,아이/NNG;들/XSN;하고*/JC
NEG,아이/NNG;마음/NNG
NEG,아이/NNG;마음/NNG;에/JKB
NEG,아이러니/NNG
NEG,아이러니/NNG;를/JKO
NEG,아이러니/NNG;를/JKO;낳/VV
POS,아주/MAG
NEG,아주/MAG;많이/MAG
NEG,아주/MAG;많이/MAG;마렵/VA
POS,아주/MAG;반응/NNG
POS,아주/MAG;반응/NNG;이/JKS
POS,아주/MAG;비슷/XR
POS,아주/MAG;비슷/XR;하/XSA
POS,아주/MAG;자유/NNG
POS,아주/MAG;자유/NNG;롭/XSA
NEG,아직/MAG
None,아직/MAG;까지/JX
None,아직/MAG;까지/JX;는/JX
None,아직/MAG;도/JX
NEG,아직/MAG;멀/VA
NEG,아직/MAG;자리/NNG
NEG,아직/MAG;자리/NNG;를/JKO
NEG,아직/MAG;확실히/MAG
NEG,아직/MAG;확실히/MAG;밝히/VV
POS,아침/NNG
POS,아침/NNG;공기/NNG
POS,아침/NNG;공기/NNG;가/JKS
NEG,아파트/NNG
NEG,아파트/NNG;숲/NNG
NEG,아파트/NNG;숲/NNG;을/JKO
NEG,아프/VA
NEUT,아프/VA;고/EC
NEUT,아프/VA;고/EC;귀/NNG
NEG,아프/VA;ㄴ/ETM
NEG,아프/VA;ㄴ/ETM;몸/NNG
NEG,아프/VA;아/EC
NEG,아프/VA;아/EC;약/NNG
NEG,아픔/NNG
POS,아픔/NNG;을/JKO
POS,아픔/NNG;을/JKO;어루만지/VV
POS,아픔/NNG;이/JKS
POS,아픔/NNG;이/JKS;다/MAG
NEG,악기/NNG
NEG,악기/NNG;를/JKO
NEG,악기/NNG;를/JKO;구입/NNG
POS,악수/NNG
POS,악수/NNG;를/JKO
POS,악수/NNG;를/JKO;청/NNG
NEG,악재/NNG
POS,악절/NNG
POS,악절/NNG;의/JKG
POS,악절/NNG;의/JKG;확대/NNG
NEG,악화/NNG
NEG,악화/NNG;하/XSV
NEG,안/MAG
NEG,안/MAG;되/VV
NEG,안/MAG;되/VV;ㄴ다/EF
NEG,안/MAG;되/VV;는/ETM
POS,안/MAG;되/VV;리란/ETM
POS,안/MAG;되/VV;면/EC
NEG,안/MAG;되/XSV
NEG,안/MAG;들이/VV
NEG,안/MAG;들이/VV;고/EC
POS,안/MAG;쓰/VV
POS,안/MAG;쓰/VV;는/ETM
NEG,안/MAG;주/VV
NEG,안/MAG;하/VV
NEUT,안/MAG;하/VV;ㄴ다/EC
NEG,안/MAG;하/VV;았/EP
NEG,안/NNG
NEUT,안/NNG;에서/JKB
NEUT,안/NNG;에서/JKB;작품/NNG
NEG,안/NNG;하/XSV
NEG,안/NNG;하/XSV;겠/EP
NEG,안/VV
NEUT,안개/NNG
NEUT,안개/NNG;와/JKB
NEUT,안개/NNG;와/JKB;같/VA
POS,안무가/NNG
POS,안방/NNG
POS,안방/NNG;요리/NNG
POS,안방/NNG;요리/NNG;학원/NNG
POS,안보/NNG
POS,안보/NNG;태세/NNG
POS,안보/NNG;태세/NNG;를/JKO
NEG,안스럽/VA
NEG,안전/NNG
NEG,안전/NNG;불감증/NNG
NEG,안전/NNG;사고/NNG
POS,안전/NNG;하/XSA
POS,안전/NNG;하/XSA;ㄴ/ETM
POS,안절부절못하/VV
NEG,안정/NNG
NEG,안타까워하/VV
NEG,안타깝/VA
NEUT,앉/VV
NEUT,앉/VV;아/EC
NEG,않/VV
NEG,않/VX
NEG,않/VX;겠/EP
NEG,않/VX;겠/EP;다고/EC
NEG,않/VX;겠/EP;지요/EF
POS,않/VX;고/EC
NEG,않/VX;고/EC;최고/NNG
POS,않/VX;기/ETN
POS,않/VX;기/ETN;위하/VV
NEG,않/VX;는/ETM
POS,않/VX;는/ETM;우리/NP
NEG,않/VX;는/ETM;호전/NNG
POS,않/VX;는다/EF
POS,않/VX;습니다/EF
NEG,않/VX;아/EC
NEG,않/VX;아요/EF
None,않/VX;았/EP
POS,않/VX;았/EP;는데/EC
None,않/VX;았/EP;던가/EF
POS,않/VX;으면/EC
POS,않/VX;으면/EC;공멸/NNG
NEG,않/VX;으면/EC;아름답/VA
None,않/VX;으면/EC;안/MAG
POS,않/VX;으면/EC;얼마/NNG
NEG,않/VX;은/ETM
NEG,않/VX;은/ETM;논란/NNG
NEG,않/VX;은/ETM;부담/NNG
NEG,않/VX;은/ETM;일/NNG
NEG,않/VX;을/ETM
NEG,않/VX;을/ETM;수/NNB
None,않/VX;을까/EC
None,않/VX;을까/EC;싶/VX
COMP,않/VX;을까/EF
None,않/VX;을까요/EF
POS,알/VV
POS,알/VV;게/EC
POS,알/VV;게/EC;되도록/MAG
NEG,알/VV;고/EC
POS,알/VV;고/EC;다가가/VV
NEG,알/VV;고/EC;있/VX
POS,알/VV;기/ETN
POS,알/VV;기/ETN;쉽/VA
NEUT,알/VV;ㄹ/ETM
NEUT,알/VV;ㄹ/ETM;수/NNB
NEG,알/VV;시/EP
NEG,알/VV;시/EP;ㅂ니까/EF
NEG,알/VV;지/EC
NEG,알/VV;지/EC;못하/VX
POS,알뜰/NNG
POS,알뜰/NNG;바람/NNG
NEG,알뜰히/MAG
NEG,알뜰히/MAG;살/VV
NEG,알뜰히/MAG;살/VV;아야/EC
POS,알리/VV
POS,알리/VV;어/EC
POS,알리/VV;어/EC;지/VX
COMP,알리/VV;어야만/EC
COMP,알리/VV;어야만/EC;하/VX
NEUT,알쏭달쏭/MAG
NEUT,알쏭달쏭/MAG;하/XSV
NEG,알코올/NNG
NEG,알코올/NNG;중독/NNG
NEG,알코올/NNG;중독/NNG;으로/JKB
NEG,앓/VV
POS,앓/VV;기/ETN
POS,앓/VV;기/ETN;도/JX
POS,암흑/NNG
POS,암흑/NNG;의/JKG
POS,암흑/NNG;의/JKG;시대/NNG
NEG,압도/NNG
NEG,압도/NNG;적/XSN
NEG,압도/NNG;적/XSN;이/VCP
POS,압도/NNG;적/XSN;지지/NNG
NEG,압박/NNG
NEG,압박/NNG;을/JKO
NEG,압박/NNG;을/JKO;가하/VV
NEG,앗/VV
NEG,앗/VV;아/EC
NEG,앗/VV;아/EC;가/VX
NEG,았/EP
POS,았/EP;고/EC
NEG,았/EP;나/EC
NEG,았/EP;네/EF
NEG,았/EP;는데/EC
POS,았/EP;는데/EC;배/NNP
POS,았/EP;는데/EC;어떤/MM
POS,았/EP;는지/EC
POS,았/EP;는지/EC;를/JKO
NEG,았/EP;다/EC
NEG,았/EP;다/EF
NEG,았/EP;다가/EC
NEG,았/EP;다가/EC;꿀통/NNG
NEG,았/EP;다는/ETM
NEG,았/EP;다는/ETM;말/NNG
NEG,았/EP;던/ETM
None,았/EP;던/ETM;것/NNB
NEG,았/EP;던/ETM;과거/NNG
NEUT,았/EP;던/ETM;디자이너/NNG
NEG,았/EP;던/ETM;충격/NNG
NEG,았/EP;던가/EF
POS,았/EP;습니다/EF
POS,았/EP;어요/EF
POS,았/EP;으나/EC
NEG,았/EP;으니/EC
NEG,았/EP;으니/EC;세속/NNG
NEG,았/EP;으련만/EC
NEG,았/EP;으면/EC
NEG,았/EP;으면/EC;좋/VA
NEG,았/EP;지/EC
NEG,았었/EP
NEG,았었/EP;는데/EC
NEG,앙상/XR
NEG,앙상/XR;하/XSA
NEG,앙상/XR;하/XSA;게/EC
NEG,앞/NNG
NEG,앞/NNG;길/NNG
NEG,앞/NNG;길/NNG;은/JX
POS,앞/NNG;다투/VV
POS,앞/NNG;다투/VV;어/EC
NEG,앞/NNG;에/JKB
NEG,앞/NNG;에/JKB;나서/VV
NEG,앞/NNG;에서/JKB
NEUT,앞/NNG;에서/JKB;바느질/NNG
POS,앞/NNG;으로/JKB
POS,앞/NNG;으로/JKB;항균/NNG
NEG,앞서/VV
POS,앞장/NNG
POS,앞장/NNG;서/VV
NEG,애/NNG
NEG,애/NNG;먹이/VV
NEG,애꿎/VA
COMP,애끊/VV
POS,애니메이션/NNG
POS,애니메이션/NNG;계/XSN
POS,애니메이션/NNG;계/XSN;에서/JKB
COMP,애닯/VA
POS,애용/NNG
POS,애용/NNG;되/XSV
POS,애용/NNG;하/XSV
POS,애정/NNG
POS,애정/NNG;이/JKS
POS,애정/NNG;이/JKS;배/VV
POS,애타/VV
POS,애타/VV;게/EC
POS,애타/VV;게/EC;그리/VV
POS,애틋/XR
POS,애틋/XR;하/XSA
NEG,액수/NNG
NEG,액수/NNG;만/JX
NEG,액수/NNG;만/JX;환불/NNG
NEG,앱시다/EF
POS,앳되/VA
POS,앳되/VA;ㄴ/ETM
POS,앳되/VA;ㄴ/ETM;젊음/NNG
None,야/EC
NEG,야/EF
None,야/JX
None,야/JX;하/VX
NEUT,야릇/XR
NEUT,야릇/XR;하/XSA
NEG,약/NNG
NEG,약/NNG;을/JKO
NEG,약/NNG;을/JKO;먹/VV
COMP,약간/NNG
COMP,약간/NNG;의/JKG
COMP,약간/NNG;의/JKG;쓸쓸/XR
COMP,약간/NNG;의/JKG;편안/NNG
NEG,약골/NNG
POS,약속/NNG
POS,약속/NNG;을/JKO
POS,약속/NNG;을/JKO;정하/VV
POS,약속/NNG;하/XSV
NEG,약탈/NNG
NEG,약하/VA
NEG,약하/VA;ㄴ/ETM
NEG,약하/VA;ㄴ/ETM;모습/NNG
NEG,약혼/NNG
NEG,약혼/NNG;까지/JX
NEG,약혼/NNG;까지/JX;하/VV
POS,약화/NNG
POS,약화/NNG;시키/XSV
POS,양/MM
POS,양/MM;어깨/NNG
POS,양/MM;어깨/NNG;에/JKB
NEG,양보/NNG
NEG,양보/NNG;가/JKS
NEG,양보/NNG;가/JKS;없/VA
NEG,양상/NNG
NEG,양상/NNG;을/JKO
NEG,양상/NNG;을/JKO;보이/VV
POS,양식/NNG
NEG,양심/NNG
NEG,양심/NNG;의/JKG
NEG,양심/NNG;의/JKG;가책/NNG
POS,양탄자/NNG
POS,양탄자/NNG;는/JX
POS,양탄자/NNG;는/JX;습기/NNG
POS,얘기/NNG
POS,얘기/NNG;꽃/NNG
POS,얘기/NNG;꽃/NNG;을/JKO
POS,얘기/NNG;들/XSN
POS,얘기/NNG;들/XSN;을/JKO
NEG,얘기/NNG;를/JKO
NEG,얘기/NNG;를/JKO;들/VV
NEG,어*/EC
NEG,어*/EC;모두*/NNG
NEG,어*/EC;모두*/NNG;그러*/VV
POS,어/EC
POS,어/EC;가/VX
NEG,어/EC;가/VX;고/EC
POS,어/EC;가/VX;ㄹ/ETM
None,어/EC;가/VX;며/EC
POS,어/EC;균/NNG
POS,어/EC;균/NNG;이/JKS
NEG,어/EC;나가/VX
NEG,어/EC;나가/VX;는/ETM
NEG,어/EC;나오/VV
POS,어/EC;나오/VV;아/EC
POS,어/EC;내/VX
NEG,어/EC;내/VX;는/ETM
POS,어/EC;놓/VX
POS,어/EC;놓/VX;고/EC
NEUT,어/EC;놓/VX;아야/EC
NEG,어/EC;놓/VX;았/EP
POS,어/EC;놓/VX;을/ETM
NEG,어/EC;담/VV
NEG,어/EC;담/VV;을/ETM
NEG,어/EC;대/VX
NEG,어/EC;대/VX;ㄴ다고/EC
NEG,어/EC;돌아오/VV
NEG,어/EC;돌아오/VV;지/EC
POS,어/EC;들/VV
POS,어/EC;들/VV;고/EC
POS,어/EC;들/VX
POS,어/EC;들/VX;ㄹ/ETM
COMP,어/EC;마음/NNG
COMP,어/EC;마음/NNG;을/JKO
POS,어/EC;맞/VV
POS,어/EC;맞/VV;아/EC
POS,어/EC;모으/VV
POS,어/EC;모으/VV;ㄴ/ETM
NEG,어/EC;미국/NNP
NEG,어/EC;미국/NNP;은/JX
NEG,어/EC;반드시/MAG
NEG,어/EC;반드시/MAG;혈액/NNG
NEG,어/EC;버리/VV
NEG,어/EC;버리/VV;지/EC
POS,어/EC;버리/VX
POS,어/EC;버리/VX;고/EC
POS,어/EC;버리/VX;시/EP
COMP,어/EC;버리/VX;었/EP
POS,어/EC;보*/VV
POS,어/EC;보*/VV;면/EC
NEG,어/EC;보/VX
NEG,어/EC;보/VX;고/EC
NEG,어/EC;보/VX;면/EC
POS,어/EC;보/VX;자고/EC
NEG,어/EC;보상/NNG
NEG,어/EC;보상/NNG;을/JKO
POS,어/EC;보이/VV
POS,어/EC;보이/VV;지/EC
NEG,어/EC;살/VV
NEG,어/EC;살/VV;지/EC
NEG,어/EC;생활/NNG
NEG,어/EC;생활/NNG;비디오/NNG
NEG,어/EC;숨지/VV
POS,어/EC;업/VV
POS,어/EC;업/VV;고/EC
POS,어/EC;열매/NNG
POS,어/EC;열매/NNG;맺/VV
NEG,어/EC;오*/VV
NEG,어/EC;오*/VV;ㄴ/ETM
POS,어/EC;오/VX
POS,어/EC;오/VX;ㄴ/ETM
POS,어/EC;오/VX;았/EP
POS,어/EC;읽/VV
POS,어/EC;읽/VV;으면/EC
NEG,어/EC;입술/NNG
NEG,어/EC;입술/NNG;빨/VV
NEG,어/EC;있/VX
NEG,어/EC;있/VX;는/ETM
NEG,어/EC;있/VX;어/EC
POS,어/EC;있/VX;었/EP
COMP,어/EC;있/VX;을까/EC
POS,어/EC;주/VX
NEG,어/EC;주/VX;ㄴ/ETM
POS,어/EC;주/VX;ㄹ/ETM
POS,어/EC;주/VX;며/EC
NEG,어/EC;주/VX;지/EC
POS,어/EC;지/VX
NEG,어/EC;지/VX;고/EC
POS,어/EC;지/VX;ㄴ/ETM
POS,어/EC;지/VX;ㄹ/ETM
None,어/EC;지/VX;지/EC
NEG,어/EC;지내/VV
NEG,어/EC;지내/VV;는/ETM
NEG,어/EC;하/VX
NEG,어/EC;하/VX;아서/EC
POS,어/EC;하/VX;지/EC
COMP,어/EF
POS,어깨/NNG
POS,어깨/NNG;에/JKB
POS,어깨/NNG;에/JKB;들치/VV
NEG,어느/MM
None,어느/MM;것/NNB
None,어느/MM;것/NNB;이/VCP
COMP,어느/MM;곳/NNG
COMP,어느/MM;곳/NNG;에/JKB
POS,어느/MM;정도/NNG
POS,어느/MM;정도/NNG;확신/NNG
NEG,어느/MM;한/MM
NEG,어느/MM;한/MM;지점/NNG
NEG,어느/MM;한가지/NNG
NEG,어느/MM;한가지/NNG;주장/NNG
NEG,어다/EC
NEG,어다/EC;놓/VX
NEG,어다/EC;놓/VX;고/EC
None,어다가/EC
None,어도/EC
NEG,어도/EC;세우/VV
NEG,어도/EC;세우/VV;어/EC
POS,어둠/NNG
POS,어둠/NNG;속/NNG
POS,어둠/NNG;속/NNG;에/JKB
POS,어둠/NNG;은/JX
POS,어둠/NNG;은/JX;저절로/MAG
NEG,어둡/VA
COMP,어디/NP
NEG,어디/NP;로/JKB
NEG,어디/NP;로/JKB;가/VV
COMP,어디/NP;에/JKB
None,어디/NP;에/JKB;도/JX
COMP,어디/NP;에/JKB;있/VV
NEG,어떠/XR
NEG,어떠/XR;하/XSA
NEG,어떠/XR;하/XSA;ㄴ/ETM
NEG,어떤/MM
NEG,어떤/MM;남자/NNG
NEG,어떤/MM;남자/NNG;도/JX
NEG,어떤/MM;불법/NNG
NEG,어떤/MM;불법/NNG;도/JX
POS,어떤/MM;악절/NNG
POS,어떤/MM;악절/NNG;의/JKG
POS,어떤/MM;어렵/VA
POS,어떤/MM;어렵/VA;ㅁ/ETN
COMP,어떤/MM;얼굴/NNG
COMP,어떤/MM;얼굴/NNG;로/JKB
NEG,어떤/MM;여자/NNG
NEG,어떤/MM;여자/NNG;도/JX
None,어떻/VA
None,어떻/VA;게/EC
POS,어떻/VA;게/EC;이/VCP
None,어떻/VA;게든/EC
NEG,어떻/VA;ㄴ가/EF
None,어떻/VA;ㄹ까요/EF
NEG,어떻/VA;어/EC
None,어떻든/MAG
POS,어라/EF
NEG,어려움/NNG
POS,어려움/NNG;을/JKO
POS,어려움/NNG;을/JKO;극복/NNG
NEG,어려움/NNG;이/JKS
NEG,어려움/NNG;이/JKS;가장/MAG
NEG,어렵/VA
NEG,어렵/VA;게/EC
NEG,어렵/VA;게/EC;하/VV
NEG,어렵/VA;ㄴ/ETM
POS,어렵/VA;ㄴ/ETM;고구려/NNP
NEG,어렵/VA;ㄴ/ETM;사건/NNG
NEG,어렵/VA;ㄴ/ETM;일/NNG
NEG,어렵/VA;다고/EC
POS,어렵/VA;ㅁ/ETN
POS,어렵/VA;ㅁ/ETN;이/VCP
NEG,어렵/VA;었/EP
NEG,어렵/VA;었/EP;을/ETM
POS,어렵/VA;지/EC
POS,어렵/VA;지/EC;않/VX
POS,어루만지/VV
NEG,어리/VA
NEG,어리/VA;ㄴ/ETM
NEG,어리/VA;ㄴ/ETM;시절/NNG
NEG,어리/VA;어서/EC
NEG,어리/VA;어서/EC;부터/JX
POS,어리/VV
NEG,어리광/NNG
NEG,어리광/NNG;을/JKO
NEG,어리광/NNG;을/JKO;피우/VV
POS,어린이/NNG
POS,어린이/NNG;들/XSN
POS,어린이/NNG;들/XSN;까지/JX
POS,어린이/NNG;들/XSN;상상/NNG
POS,어린이/NNG;들/XSN;에게/JKB
NEUT,어린이/NNG;들/XSN;은/JX
NEG,어머니/NNG
POS,어머니/NNG;를/JKO
POS,어머니/NNG;를/JKO;양/MM
NEG,어머니/NNG;젖/NNG
NEG,어머니/NNG;젖/NNG;에/JKB
NEG,어서/EC
NEG,어서/EC;고립무원/NNG
NEG,어서/EC;고립무원/NNG;속/NNG
POS,어서/EC;그동안/NNG
POS,어서/EC;그동안/NNG;못/MAG
NEG,어서/EC;는/JX
NEG,어서/EC;는/JX;안/MAG
NEG,어서/EC;부터/JX
NEG,어서/EC;부터/JX;나/NP
None,어야/EC
NEG,어야/EC;겠/EP
NEUT,어야/EC;겠/EP;다/EC
POS,어야/EC;겠/EP;다는/ETM
None,어야/EC;하/VX
NEUT,어야/EC;하/VX;ㄴ다/EC
POS,어야/EC;하/VX;ㄴ다/EF
NEG,어야/EC;하/VX;ㄹ/ETM
COMP,어야만/EC
COMP,어야만/EC;하/VX
COMP,어야만/EC;하/VX;ㄴ다/EF
POS,어야지요/EF
NEG,어요/EC
NEG,어요/EC;지겹/VA
NEG,어요/EC;지겹/VA;어요/EC
POS,어요/EF
POS,어우러지/VV
POS,어우러지/VV;어/EC
POS,어우러지/VV;어/EC;열매/NNG
NEG,어지럼증/NNG
NEG,어지럼증/NNG;을/JKO
NEG,어지럼증/NNG;을/JKO;더하/VV
None,어쨌든/MAG
NEG,어쩌/VV
NEG,어쩌/VV;나/EC
NEG,어쩌/VV;나/EC;고민/NNG
NEG,어쩌/VV;ㄹ/ETM
NEG,어쩌/VV;ㄹ/ETM;수/NNB
None,어찌/MAG
NEG,어처구니/NNG
